Vino_ID;fixed acidity;volatile acidity;residual sugar;chlorides;total sulfur dioxide;density;alcohol;quality
Vino_0368;6.9;0.33;1.0;0.053;148.0;0.9927;9.4;6
Vino_0369;7.7;0.29;2.3;0.049;178.0;0.9931;10.6;6
Vino_0370;7.1;0.39;12.5;0.044;72.0;0.9941;11.6;5
Vino_0371;6.9;0.33;1.0;0.053;148.0;0.9927;9.4;6
Vino_0372;7.7;0.29;2.3;0.049;178.0;0.9931;10.6;6
Vino_0373;6.6;0.905;0.8;0.048;204.0;0.9934;10.0;5
Vino_0374;7.2;0.27;2.4;0.048;149.0;0.9936;9.2;6
Vino_0375;5.1;0.33;1.6;0.027;89.0;0.9893;12.5;7
Vino_0376;5.1;0.33;1.6;0.027;89.0;0.9893;12.5;7
Vino_0377;6.4;0.31;1.5;0.037;119.0;0.9919;10.4;7
Vino_0378;7.3;0.2;1.4;0.045;98.0;0.9924;10.0;7
Vino_0379;5.7;0.32;2.6;0.049;155.0;0.9927;10.0;6
Vino_0380;6.4;0.31;1.5;0.037;119.0;0.9919;10.4;7
Vino_0381;7.3;0.2;1.4;0.045;98.0;0.9924;10.0;7
Vino_0382;7.2;0.28;12.5;0.046;179.0;0.9975;9.0;6
Vino_0383;7.5;0.35;9.6;0.051;157.0;0.9969;9.2;6
Vino_0384;7.2;0.27;2.4;0.048;149.0;0.9936;9.2;6
Vino_0385;6.0;0.36;3.2;0.027;125.0;0.991;11.3;7
Vino_0386;5.1;0.33;1.6;0.027;89.0;0.9893;12.5;7
Vino_0387;5.0;0.17;1.5;0.026;115.0;0.9906;10.8;7
Vino_0388;6.3;0.39;5.9;0.04;260.0;0.9941;10.1;5
Vino_0389;6.7;0.21;5.4;0.047;140.0;0.995;9.7;6
Vino_0390;7.0;0.3;14.9;0.032;181.0;0.9983;9.3;7
Vino_0391;7.0;0.3;14.9;0.032;181.0;0.9983;9.3;7
Vino_0392;6.5;0.36;1.1;0.031;66.0;0.9916;10.6;5
Vino_0393;6.1;0.55;9.8;0.031;125.0;0.9957;10.2;6
Vino_0394;7.3;0.24;2.0;0.021;69.0;0.99;12.2;6
Vino_0395;6.8;0.37;11.8;0.044;163.0;0.9976;8.8;5
Vino_0396;6.8;0.27;1.3;0.04;168.0;0.992;10.0;5
Vino_0397;8.2;0.28;1.8;0.031;93.0;0.9917;11.4;5
Vino_0398;6.3;0.2;1.5;0.037;107.0;0.9917;11.4;6
Vino_0399;5.9;0.26;18.2;0.048;168.0;0.9993;9.4;5
Vino_0400;6.4;0.19;2.9;0.032;83.0;0.9908;11.7;6
Vino_0401;6.3;0.2;1.5;0.037;107.0;0.9917;11.4;6
Vino_0402;6.8;0.37;11.8;0.044;163.0;0.9976;8.8;5
Vino_0403;6.1;0.35;1.4;0.069;108.0;0.9934;9.2;5
Vino_0404;7.1;0.27;18.2;0.046;252.0;1.0;8.7;5
Vino_0405;6.8;0.22;6.3;0.035;170.0;0.9918;12.6;6
Vino_0406;6.8;0.27;1.3;0.04;168.0;0.992;10.0;5
Vino_0407;5.8;0.28;4.0;0.031;99.0;0.9896;12.8;7
Vino_0408;6.9;0.49;1.2;0.049;125.0;0.9932;9.4;5
Vino_0409;6.3;0.14;1.2;0.044;116.0;0.992;10.3;6
Vino_0410;8.2;0.28;1.8;0.031;93.0;0.9917;11.4;5
Vino_0411;7.2;0.25;18.95;0.038;155.0;0.9999;9.0;6
Vino_0412;7.3;0.28;12.7;0.04;140.0;0.998;9.6;6
Vino_0413;7.2;0.19;1.2;0.036;85.0;0.9918;10.5;5
Vino_0414;7.2;0.19;1.2;0.036;85.0;0.9918;10.5;5
Vino_0415;7.2;0.25;18.95;0.038;155.0;0.9999;9.0;6
Vino_0416;7.3;0.28;12.7;0.04;140.0;0.998;9.6;6
Vino_0417;7.4;0.21;1.2;0.041;99.0;0.9927;9.8;6
Vino_0418;6.8;0.26;7.7;0.047;210.0;0.9959;9.0;5
Vino_0419;7.4;0.21;1.2;0.041;99.0;0.9927;9.8;6
Vino_0420;7.4;0.31;1.6;0.05;137.0;0.9929;10.5;6
Vino_0421;7.0;0.22;2.7;0.03;136.0;0.9898;12.7;7
Vino_0422;7.0;0.21;8.7;0.045;222.0;0.9954;10.4;6
Vino_0423;7.0;0.21;8.6;0.045;221.0;0.9954;10.4;6
Vino_0424;7.0;0.21;8.6;0.045;221.0;0.9954;10.4;6
Vino_0425;6.9;0.23;8.3;0.047;162.0;0.9954;10.5;7
Vino_0426;7.0;0.21;8.7;0.045;222.0;0.9954;10.4;6
Vino_0427;7.0;0.21;8.6;0.045;221.0;0.9954;10.4;6
Vino_0428;6.8;0.29;13.3;0.053;194.0;0.9974;9.4;5
Vino_0429;7.8;0.21;1.2;0.051;89.0;0.9936;9.1;5
Vino_0430;7.1;0.31;13.6;0.056;197.0;0.9978;9.3;5
Vino_0431;6.8;0.29;13.3;0.053;194.0;0.9974;9.4;5
Vino_0432;6.4;0.34;1.1;0.048;84.0;0.9927;9.8;5
Vino_0433;7.4;0.155;2.3;0.045;214.0;0.9934;9.9;7
Vino_0434;7.2;0.55;1.5;0.108;151.0;0.9938;9.2;4
Vino_0435;7.0;0.23;7.1;0.028;104.0;0.9922;12.1;8
Vino_0436;6.9;0.2;6.2;0.027;97.0;0.992;12.2;7
Vino_0437;6.1;0.28;2.5;0.042;218.5;0.9935;9.8;5
Vino_0438;6.6;0.16;1.4;0.035;186.0;0.9906;12.4;8
Vino_0439;7.4;0.155;2.3;0.045;214.0;0.9934;9.9;7
Vino_0440;6.2;0.35;1.2;0.06;108.0;0.9934;9.2;5
Vino_0441;6.7;0.22;1.6;0.028;102.0;0.9913;11.6;7
Vino_0442;6.1;0.38;6.6;0.033;137.0;0.9938;10.4;6
Vino_0443;6.0;0.25;2.2;0.026;126.0;0.9898;12.9;8
Vino_0444;6.6;0.52;12.2;0.048;245.0;0.9975;9.3;6
Vino_0445;6.9;0.24;20.8;0.031;139.0;0.9975;11.0;6
Vino_0446;7.1;0.32;11.0;0.038;66.0;0.9937;11.5;3
Vino_0447;5.8;0.28;2.6;0.054;156.0;0.9914;12.4;5
Vino_0448;6.5;0.41;14.0;0.048;113.0;0.9982;9.8;6
Vino_0449;6.5;0.41;14.0;0.048;113.0;0.9982;9.8;6
Vino_0450;6.4;0.28;1.6;0.052;127.0;0.9929;10.5;7
Vino_0451;7.2;0.6;9.9;0.07;174.0;0.9971;9.1;5
Vino_0452;6.1;0.2;1.2;0.038;128.0;0.9921;10.1;5
Vino_0453;5.9;0.46;2.7;0.042;160.0;0.9931;10.6;7
Vino_0454;6.0;0.27;1.6;0.046;113.0;0.9924;10.5;7
Vino_0455;6.4;0.28;1.6;0.052;127.0;0.9929;10.5;7
Vino_0456;6.4;0.41;14.0;0.048;113.0;0.9982;9.8;6
Vino_0457;6.3;0.23;1.5;0.022;82.0;0.9892;12.9;7
Vino_0458;7.1;0.21;8.6;0.056;111.0;0.9956;9.5;5
Vino_0459;6.0;0.37;1.0;0.053;218.5;0.9924;9.8;6
Vino_0460;6.1;0.43;9.1;0.059;249.0;0.9971;8.5;5
Vino_0461;7.1;0.21;8.6;0.056;111.0;0.9956;9.5;5
Vino_0462;7.0;0.25;15.2;0.047;171.0;0.9982;9.3;5
Vino_0463;5.9;0.25;12.4;0.047;162.0;0.9973;9.5;5
Vino_0464;6.8;0.32;2.2;0.044;68.0;0.9932;9.4;6
Vino_0465;7.2;0.39;11.0;0.047;178.0;0.9976;8.7;5
Vino_0466;6.3;0.21;10.0;0.081;126.0;0.9962;8.9;5
Vino_0467;7.0;0.14;9.0;0.039;141.0;0.9956;9.4;6
Vino_0468;6.8;0.32;2.2;0.044;68.0;0.9932;9.4;6
Vino_0469;7.2;0.39;11.0;0.047;178.0;0.9976;8.7;5
Vino_0470;7.2;0.29;18.15;0.047;182.0;0.9992;9.6;5
Vino_0471;8.6;0.37;12.15;0.039;158.0;0.9983;9.3;6
Vino_0472;6.5;0.38;3.4;0.036;200.0;0.9937;10.0;5
Vino_0473;6.6;0.24;2.0;0.023;86.0;0.99;12.5;6
Vino_0474;7.0;0.17;4.8;0.034;132.0;0.9944;9.6;7
Vino_0475;5.5;0.16;4.5;0.03;102.0;0.9938;9.4;6
Vino_0476;7.0;0.24;11.0;0.029;227.0;0.9965;9.5;5
Vino_0477;7.4;0.28;1.1;0.028;105.0;0.9893;12.4;7
Vino_0478;7.0;0.22;1.5;0.037;115.0;0.9927;10.5;6
Vino_0479;7.1;0.55;1.7;0.073;165.0;0.994;9.2;6
Vino_0480;6.3;0.22;1.7;0.041;164.0;0.9928;10.4;6
Vino_0481;6.7;0.47;8.9;0.043;172.0;0.9964;9.2;5
Vino_0482;5.9;0.36;1.3;0.047;104.0;0.9917;10.6;6
Vino_0483;5.8;0.25;13.3;0.044;137.0;0.9972;9.5;5
Vino_0484;6.7;0.47;8.9;0.043;172.0;0.9964;9.2;5
Vino_0485;6.2;0.37;6.6;0.346;200.0;0.9954;9.6;5
Vino_0486;6.2;0.18;1.5;0.028;117.0;0.993;9.7;6
Vino_0487;6.0;0.16;1.5;0.025;117.0;0.9928;9.7;6
Vino_0488;6.6;0.34;1.3;0.035;90.0;0.9916;10.7;6
Vino_0489;7.4;0.29;1.6;0.045;180.0;0.9936;10.5;6
Vino_0490;7.4;0.26;7.6;0.047;177.0;0.9962;8.9;6
Vino_0491;7.0;0.28;1.0;0.035;70.0;0.9899;12.1;6
Vino_0492;7.1;0.23;1.6;0.032;65.0;0.9898;12.7;7
Vino_0493;7.8;0.19;8.9;0.039;182.0;0.996;9.9;6
Vino_0494;6.3;0.19;1.8;0.022;158.0;0.9907;11.4;6
Vino_0495;6.8;0.2;4.7;0.04;103.0;0.994;10.7;6
Vino_0496;5.7;0.44;7.0;0.025;173.0;0.9913;12.5;6
Vino_0497;7.2;0.4;10.8;0.041;189.0;0.9976;8.6;4
Vino_0498;6.8;0.23;1.6;0.026;147.0;0.9904;12.5;6
Vino_0499;5.7;0.335;1.0;0.04;174.0;0.992;10.0;5
Vino_0500;7.2;0.4;10.8;0.041;189.0;0.9976;8.6;4
Vino_0501;7.2;0.28;16.7;0.045;200.0;0.999;9.5;6
Vino_0502;6.8;0.19;14.2;0.038;164.0;0.9975;9.6;6
Vino_0503;6.4;0.3;2.25;0.038;210.0;0.9937;9.9;6
Vino_0504;6.5;0.3;2.25;0.037;210.0;0.9937;9.9;5
Vino_0505;7.8;0.18;12.2;0.053;140.0;0.998;8.9;6
Vino_0506;7.8;0.18;12.2;0.053;140.0;0.998;8.9;6
Vino_0507;7.3;0.51;3.3;0.09;135.0;0.9944;8.8;5
Vino_0508;6.0;0.24;1.9;0.048;170.0;0.9938;10.0;7
Vino_0509;5.9;0.62;3.5;0.039;152.0;0.9907;12.0;6
Vino_0510;6.0;0.24;1.9;0.048;170.0;0.9938;10.0;7
Vino_0511;6.7;0.27;1.3;0.041;138.0;0.9921;10.0;6
Vino_0512;7.8;0.34;1.8;0.042;167.0;0.9908;12.1;6
Vino_0513;7.3;0.26;5.2;0.04;141.0;0.9931;11.0;6
Vino_0514;7.4;0.36;1.4;0.025;55.0;0.9915;11.2;6
Vino_0515;7.8;0.28;9.0;0.036;115.0;0.9952;10.3;7
Vino_0516;6.1;0.31;2.2;0.051;167.0;0.9926;10.4;6
Vino_0517;6.8;0.18;1.6;0.055;154.0;0.9934;9.1;5
Vino_0518;7.4;0.15;1.7;0.045;154.0;0.992;10.4;6
Vino_0519;5.9;0.13;1.9;0.05;78.0;0.9918;10.8;6
Vino_0520;7.2;0.34;12.6;0.048;41.0;0.9942;11.7;5
Vino_0521;7.9;0.19;2.1;0.039;143.0;0.9942;9.8;5
Vino_0522;7.9;0.19;2.1;0.039;143.0;0.9942;9.8;5
Vino_0523;6.9;0.25;1.3;0.038;101.0;0.9901;11.4;6
Vino_0524;5.8;0.36;1.7;0.033;96.0;0.9898;11.2;6
Vino_0525;5.6;0.35;1.0;0.038;72.0;0.9902;11.4;5
Vino_0526;5.9;0.32;3.3;0.114;140.0;0.9934;9.2;6
Vino_0527;7.2;0.31;5.0;0.04;29.0;0.9906;12.5;4
Vino_0528;6.1;0.28;1.8;0.034;116.0;0.9898;12.6;6
Vino_0529;5.2;0.36;1.6;0.031;104.0;0.9896;12.2;6
Vino_0530;5.6;0.19;4.5;0.03;112.0;0.9922;11.2;6
Vino_0531;6.4;0.1;4.9;0.048;103.0;0.9947;9.7;6
Vino_0532;6.4;0.18;4.0;0.186;150.0;0.9945;9.3;5
Vino_0533;7.4;0.25;13.2;0.067;178.0;0.9976;9.0;6
Vino_0534;7.4;0.25;13.2;0.067;178.0;0.9976;9.0;6
Vino_0535;7.4;0.25;13.2;0.067;178.0;0.9976;9.0;6
Vino_0536;7.9;0.345;15.3;0.047;171.0;0.9987;9.1;5
Vino_0537;7.9;0.345;15.3;0.047;171.0;0.9987;9.1;5
Vino_0538;7.4;0.25;13.2;0.067;178.0;0.9976;9.0;6
Vino_0539;6.1;0.24;1.5;0.045;61.0;0.992;10.4;5
Vino_0540;6.8;0.25;4.55;0.053;211.0;0.9955;9.5;6
Vino_0541;6.7;0.31;9.9;0.04;175.0;0.9953;11.4;4
Vino_0542;7.2;0.46;10.4;0.05;192.0;0.9976;8.7;5
Vino_0543;5.5;0.35;1.1;0.045;167.0;0.992;9.9;6
Vino_0544;6.7;0.24;8.7;0.036;148.0;0.9952;9.9;6
Vino_0545;6.8;0.28;13.9;0.047;162.0;0.9983;9.0;6
Vino_0546;6.4;0.16;1.4;0.04;149.0;0.9933;10.0;6
Vino_0547;6.3;0.26;7.2;0.039;172.0;0.9958;9.7;6
Vino_0548;7.7;0.22;1.9;0.052;87.0;0.9922;11.8;6
Vino_0549;6.5;0.18;1.7;0.044;127.0;0.9928;10.2;7
Vino_0550;7.2;0.46;10.4;0.05;192.0;0.9976;8.7;5
Vino_0551;7.0;0.3;13.6;0.05;168.0;0.9976;9.6;7
Vino_0552;9.2;0.25;1.2;0.026;93.0;0.9916;11.3;7
Vino_0553;7.8;0.28;1.6;0.028;118.0;0.9901;12.1;7
Vino_0554;7.0;0.3;13.6;0.05;168.0;0.9976;9.6;7
Vino_0555;7.8;0.28;1.6;0.028;118.0;0.9901;12.1;7
Vino_0556;9.2;0.25;1.2;0.026;93.0;0.9916;11.3;7
Vino_0557;8.4;0.35;12.2;0.046;160.0;0.9982;9.4;5
Vino_0558;6.1;0.41;1.6;0.049;137.0;0.993;10.4;6
Vino_0559;5.9;0.21;12.1;0.044;165.0;0.9969;9.5;5
Vino_0560;7.2;0.34;4.2;0.047;144.0;0.991;12.3;6
Vino_0561;6.7;0.21;9.1;0.049;150.0;0.9953;9.9;7
Vino_0562;5.9;0.37;1.6;0.057;128.0;0.9924;10.1;5
Vino_0563;7.7;0.34;8.8;0.063;184.0;0.9969;9.2;6
Vino_0564;7.4;0.3;1.4;0.046;135.0;0.9928;10.4;7
Vino_0565;6.8;0.51;4.2;0.066;165.0;0.9945;9.1;5
Vino_0566;7.8;0.22;10.3;0.059;99.0;0.9967;10.0;6
Vino_0567;7.2;0.35;12.4;0.051;37.0;0.9944;11.5;6
Vino_0568;6.0;0.26;2.2;0.048;153.0;0.9928;9.8;5
Vino_0569;6.1;0.26;2.2;0.05;154.0;0.9929;9.8;6
Vino_0570;6.5;0.28;5.2;0.04;179.0;0.9948;9.4;6
Vino_0571;7.4;0.41;10.8;0.051;194.0;0.9976;8.7;5
Vino_0572;6.5;0.28;2.7;0.038;107.0;0.9912;11.6;7
Vino_0573;6.7;0.34;16.3;0.047;181.0;0.9987;8.8;5
Vino_0574;7.2;0.2;2.7;0.032;151.0;0.99;12.7;7
Vino_0575;7.4;0.2;1.9;0.035;138.0;0.991;11.7;7
Vino_0576;8.2;0.22;1.8;0.047;185.0;0.9933;10.2;6
Vino_0577;8.2;0.23;1.8;0.047;187.0;0.9933;10.2;6
Vino_0578;7.1;0.22;2.8;0.033;153.0;0.9899;12.7;7
Vino_0579;6.5;0.28;2.7;0.038;107.0;0.9912;11.6;7
Vino_0580;6.0;0.38;6.0;0.034;134.0;0.9912;12.3;7
Vino_0581;7.4;0.41;10.8;0.051;194.0;0.9976;8.7;5
Vino_0582;5.7;0.18;4.2;0.042;111.0;0.994;9.4;5
Vino_0583;7.3;0.3;6.4;0.056;168.0;0.9947;10.1;6
Vino_0584;7.4;0.24;10.7;0.042;81.0;0.9954;9.7;6
Vino_0585;6.6;0.25;1.6;0.046;134.0;0.993;10.1;7
Vino_0586;7.4;0.24;10.7;0.042;81.0;0.9954;9.7;6
Vino_0587;7.4;0.26;7.9;0.049;157.0;0.9963;8.9;6
Vino_0588;6.1;0.32;1.7;0.034;136.0;0.992;10.8;7
Vino_0589;6.9;0.28;2.1;0.036;121.0;0.9926;10.8;7
Vino_0590;7.0;0.23;5.8;0.04;136.0;0.995;9.5;6
Vino_0591;7.1;0.31;14.5;0.059;148.0;0.9983;9.1;5
Vino_0592;7.3;0.2;1.2;0.037;119.0;0.992;10.9;6
Vino_0593;6.9;0.41;10.1;0.043;152.0;0.9968;9.4;5
Vino_0594;6.4;0.45;1.1;0.03;131.0;0.9905;10.8;5
Vino_0595;6.4;0.475;1.0;0.03;131.0;0.9904;10.8;5
Vino_0596;6.3;0.27;0.9;0.051;140.0;0.9926;10.5;7
Vino_0597;6.9;0.41;10.1;0.043;152.0;0.9968;9.4;5
Vino_0598;7.0;0.29;4.9;0.034;127.0;0.9928;10.8;6
Vino_0599;5.9;0.27;11.4;0.036;115.0;0.9949;10.5;8
Vino_0600;6.9;0.19;1.4;0.036;55.0;0.9909;11.5;7
Vino_0601;6.7;0.3;1.4;0.18;160.0;0.9937;9.4;6
Vino_0602;7.2;0.24;1.4;0.045;106.0;0.9914;10.8;6
Vino_0603;6.4;0.45;1.1;0.03;131.0;0.9905;10.8;5
Vino_0604;6.4;0.475;1.0;0.03;131.0;0.9904;10.8;5
Vino_0605;6.3;0.26;1.5;0.052;134.0;0.9924;9.8;6
Vino_0606;6.3;0.26;1.5;0.052;134.0;0.9924;9.8;6
Vino_0607;7.3;0.25;7.5;0.049;158.0;0.9965;9.6;5
Vino_0608;7.3;0.25;7.5;0.049;158.0;0.9965;9.6;5
Vino_0609;6.1;0.28;17.75;0.044;161.0;0.9993;9.5;5
Vino_0610;7.4;0.37;5.7;0.061;94.0;0.9965;10.7;6
Vino_0611;6.5;0.36;3.2;0.037;119.0;0.9908;12.4;8
Vino_0612;7.4;0.24;4.3;0.032;95.0;0.992;11.1;6
Vino_0613;7.5;0.23;11.0;0.047;133.0;0.9978;8.8;5
Vino_0614;7.5;0.21;10.9;0.045;133.0;0.9978;8.7;5
Vino_0615;7.5;0.21;10.9;0.045;133.0;0.9978;8.7;5
Vino_0616;7.5;0.23;11.0;0.047;133.0;0.9978;8.8;5
Vino_0617;7.8;0.32;2.4;0.037;101.0;0.9912;11.7;7
Vino_0618;7.8;0.26;1.9;0.051;195.0;0.9928;10.9;6
Vino_0619;7.7;0.24;1.8;0.051;190.0;0.9928;10.8;6
Vino_0620;7.4;0.19;1.4;0.057;135.0;0.993;9.6;6
Vino_0621;6.5;0.46;16.8;0.084;222.0;0.9993;9.0;5
Vino_0622;6.5;0.26;8.9;0.083;171.0;0.9965;9.0;5
Vino_0623;5.3;0.32;6.6;0.043;141.0;0.9937;10.4;6
Vino_0624;7.2;0.24;1.1;0.045;64.0;0.9913;11.4;5
Vino_0625;6.0;0.36;1.4;0.066;128.0;0.9934;9.3;5
Vino_0626;6.2;0.24;13.3;0.039;130.0;0.9952;11.0;8
Vino_0627;7.6;0.56;10.4;0.096;177.0;0.9983;9.1;4
Vino_0628;7.0;0.32;6.2;0.048;228.0;0.9957;9.4;6
Vino_0629;7.0;0.32;6.2;0.048;228.0;0.9957;9.4;6
Vino_0630;5.8;0.31;1.2;0.036;99.0;0.9916;10.5;6
Vino_0631;7.0;0.23;18.05;0.05;144.0;0.9999;8.8;5
Vino_0632;7.0;0.23;18.05;0.05;144.0;0.9999;8.8;5
Vino_0633;6.9;0.24;4.8;0.04;131.0;0.9936;10.7;6
Vino_0634;6.0;0.29;12.6;0.045;187.0;0.9972;9.5;5
Vino_0635;6.1;0.17;4.5;0.033;150.0;0.9933;10.9;6
Vino_0636;5.9;0.14;4.5;0.027;140.0;0.9934;10.8;6
Vino_0637;6.2;0.17;4.7;0.037;133.0;0.9931;10.8;7
Vino_0638;7.4;0.28;11.9;0.053;148.0;0.9976;9.2;5
Vino_0639;5.6;0.35;5.0;0.046;198.0;0.9937;10.3;5
Vino_0640;5.8;0.335;5.8;0.046;197.0;0.9937;10.3;5
Vino_0641;5.6;0.235;1.2;0.047;127.0;0.991;11.0;7
Vino_0642;6.1;0.28;12.9;0.054;189.0;0.9979;9.0;4
Vino_0643;6.3;0.21;13.9;0.046;179.0;0.9971;10.4;6
Vino_0644;6.4;0.24;11.5;0.05;163.0;0.9969;9.5;5
Vino_0645;6.4;0.24;11.4;0.051;166.0;0.9968;9.5;5
Vino_0646;6.3;0.26;7.8;0.058;166.0;0.9961;9.0;5
Vino_0647;6.5;0.33;1.1;0.061;151.0;0.993;9.5;4
Vino_0648;7.4;0.105;12.2;0.05;146.0;0.9973;9.0;6
Vino_0649;6.0;0.32;5.9;0.041;190.0;0.9944;10.0;5
Vino_0650;7.1;0.26;14.4;0.067;189.0;0.9986;9.1;7
Vino_0651;7.1;0.26;14.4;0.067;189.0;0.9986;9.1;7
Vino_0652;7.1;0.26;14.4;0.067;189.0;0.9986;9.1;7
Vino_0653;7.1;0.26;14.4;0.067;189.0;0.9986;9.1;7
Vino_0654;5.9;0.24;12.3;0.053;134.0;0.9972;9.5;6
Vino_0655;6.5;0.21;2.5;0.048;138.0;0.9917;11.4;7
Vino_0656;7.7;0.27;5.3;0.03;117.0;0.992;12.2;6
Vino_0657;9.0;0.27;4.9;0.028;95.0;0.9932;11.3;6
Vino_0658;7.3;0.34;3.2;0.05;136.0;0.9936;10.2;5
Vino_0659;6.6;0.27;3.1;0.052;188.0;0.9915;11.3;5
Vino_0660;6.8;0.29;1.4;0.038;234.5;0.9922;10.0;4
Vino_0661;7.1;0.28;1.9;0.049;86.0;0.9934;9.4;5
Vino_0662;6.8;0.25;14.0;0.032;133.0;0.9952;12.2;7
Vino_0663;7.0;0.57;8.3;0.094;188.0;0.9972;9.2;4
Vino_0664;7.1;0.28;1.9;0.049;86.0;0.9934;9.4;5
Vino_0665;7.1;0.17;7.4;0.052;182.0;0.9958;9.6;6
Vino_0666;7.8;0.28;1.4;0.056;130.0;0.9944;9.5;5
Vino_0667;6.8;0.22;1.7;0.036;195.0;0.9908;12.5;6
Vino_0668;7.1;0.17;7.4;0.052;182.0;0.9958;9.6;6
Vino_0669;6.1;0.14;1.3;0.047;173.0;0.9925;10.0;6
Vino_0670;6.4;0.24;11.6;0.047;211.0;0.9966;9.3;5
Vino_0671;7.8;0.42;9.2;0.058;199.0;0.9972;9.3;6
Vino_0672;6.6;0.28;1.7;0.038;101.0;0.9912;11.6;6
Vino_0673;7.1;0.32;14.5;0.039;150.0;0.995;12.5;8
Vino_0674;6.7;0.31;2.1;0.038;130.0;0.9928;10.6;6
Vino_0675;6.4;0.32;10.7;0.047;206.0;0.9968;9.4;5
Vino_0676;6.1;0.28;6.9;0.056;201.0;0.9955;9.1;6
Vino_0677;5.9;0.29;12.0;0.057;224.0;0.9981;9.0;6
Vino_0678;5.8;0.32;4.75;0.033;94.0;0.991;11.8;7
Vino_0679;5.8;0.32;4.75;0.033;94.0;0.991;11.8;7
Vino_0680;5.7;0.32;4.75;0.033;94.0;0.991;11.8;7
Vino_0681;6.7;0.28;1.4;0.043;159.0;0.992;10.0;5
Vino_0682;6.8;0.34;1.3;0.058;171.0;0.9931;9.7;5
Vino_0683;5.9;0.25;11.3;0.052;165.0;0.997;9.5;6
Vino_0684;6.4;0.27;4.5;0.24;174.0;0.9948;9.4;5
Vino_0685;8.1;0.46;1.7;0.052;183.0;0.9923;11.2;5
Vino_0686;6.2;0.36;13.2;0.051;201.0;0.9976;9.0;5
Vino_0687;6.8;0.22;5.5;0.043;114.0;0.9938;10.7;7
Vino_0688;6.8;0.67;13.0;0.29;193.0;0.9984;9.0;4
Vino_0689;7.2;0.28;10.7;0.044;222.0;0.9972;9.1;6
Vino_0690;6.7;0.17;2.0;0.039;125.0;0.9922;10.8;7
Vino_0691;6.9;0.2;1.9;0.043;136.0;0.9935;10.1;4
Vino_0692;6.1;0.36;6.4;0.037;198.0;0.9944;9.9;6
Vino_0693;6.0;0.36;6.3;0.036;191.0;0.9942;9.8;5
Vino_0694;5.9;0.37;6.3;0.036;185.0;0.9944;9.8;5
Vino_0695;7.6;0.29;17.5;0.041;225.0;0.9997;9.5;6
Vino_0696;6.3;0.34;14.7;0.047;198.0;0.9977;9.5;5
Vino_0697;6.7;0.19;1.0;0.022;94.0;0.9912;11.1;6
Vino_0698;7.5;0.31;14.8;0.039;204.0;0.9982;9.5;5
Vino_0699;7.5;0.31;14.8;0.039;204.0;0.9982;9.5;5
Vino_0700;7.4;0.31;14.2;0.042;204.0;0.9983;9.4;5
Vino_0701;8.4;0.4;13.1;0.042;197.0;0.998;9.7;5
Vino_0702;5.9;0.34;2.4;0.03;135.0;0.9894;13.9;7
Vino_0703;6.6;0.38;1.2;0.042;84.0;0.9927;10.1;4
Vino_0704;6.4;0.33;1.1;0.038;110.0;0.9917;10.5;6
Vino_0705;5.6;0.25;3.6;0.037;115.0;0.9904;12.6;6
Vino_0706;8.6;0.27;6.1;0.032;41.0;0.993;10.9;5
Vino_0707;6.2;0.31;6.3;0.041;218.0;0.9941;10.0;5
Vino_0708;7.2;0.18;4.4;0.046;166.0;0.9943;11.2;6
Vino_0709;7.7;0.2;13.9;0.05;130.0;0.99855;10.0;6
Vino_0710;6.2;0.47;1.0;0.044;98.0;0.99345;9.2;5
Vino_0711;6.1;0.25;12.1;0.046;172.0;0.998;9.5;5
Vino_0712;8.2;0.27;1.6;0.035;128.0;0.9916;12.3;6
Vino_0713;8.2;0.27;1.6;0.035;128.0;0.9916;12.3;6
Vino_0714;6.4;0.31;7.5;0.04;213.0;0.99475;10.0;5
Vino_0715;6.0;0.39;2.7;0.038;187.0;0.99325;10.8;6
Vino_0716;6.2;0.21;1.7;0.038;150.0;0.9933;10.5;7
Vino_0717;7.7;0.42;9.2;0.048;221.0;0.9969;9.2;6
Vino_0718;7.0;0.27;18.75;0.042;157.0;1.0002;9.1;5
Vino_0719;6.2;0.21;1.7;0.038;150.0;0.9933;10.5;7
Vino_0720;7.4;0.29;1.8;0.042;127.0;0.9937;10.2;7
Vino_0721;6.6;0.29;9.0;0.053;178.0;0.99685;8.9;5
Vino_0722;6.0;0.3;1.5;0.046;182.0;0.99455;10.4;5
Vino_0723;6.9;0.31;1.6;0.032;128.0;0.9917;11.7;6
Vino_0724;6.6;0.33;1.3;0.02;89.0;0.99035;12.4;8
Vino_0725;7.8;0.3;1.8;0.028;122.0;0.9914;10.9;7
Vino_0726;6.4;0.39;1.2;0.041;136.0;0.99225;10.2;5
Vino_0727;6.4;0.24;2.8;0.038;114.0;0.99155;11.7;7
Vino_0728;7.0;0.21;8.0;0.057;101.0;0.9954;9.4;5
Vino_0729;6.4;0.16;5.3;0.043;157.0;0.99455;10.5;5
Vino_0730;6.0;0.33;0.8;0.185;188.0;0.9924;9.4;5
Vino_0731;6.5;0.23;13.8;0.042;139.0;0.99695;10.4;6
Vino_0732;6.2;0.25;10.0;0.044;240.0;0.99655;9.5;6
Vino_0733;8.8;0.28;6.0;0.022;49.0;0.9934;11.1;7
Vino_0734;6.6;0.25;14.4;0.052;183.0;0.998;9.1;6
Vino_0735;6.9;0.38;9.8;0.04;191.0;0.9971;9.2;5
